"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Andhra Pradesh","Chittor","Mulakalacheruvu","Tomato","Local","19/04/2021","500","800","700"
"Andhra Pradesh","Chittor","Vayalapadu","Tomato","Local","19/04/2021","240","400","320"
"Andhra Pradesh","Kurnool","Alur","Jowar(Sorghum)","Jowar ( White)","19/04/2021","2300","2400","2350"
"Andhra Pradesh","Kurnool","Atmakur","Paddy(Dhan)(Common)","Sona Mahsuri","19/04/2021","1800","1800","1800"
"Andhra Pradesh","Kurnool","Pattikonda","Onion","Local","19/04/2021","800","1000","900"
"Andhra Pradesh","Kurnool","Pattikonda","Tomato","Local","19/04/2021","800","1000","900"
"Chattisgarh","Balrampur","Kusmee","Maize","Local","19/04/2021","1855","1855","1855"
"Chattisgarh","Balrampur","Kusmee","Paddy(Dhan)(Common)","I.R. 36","19/04/2021","1890","1890","1890"
"Chattisgarh","Dhamtari","Nagari","Mahua","Mahua","19/04/2021","3000","4000","3200"
"Chattisgarh","Dhamtari","Nagari","Paddy(Dhan)(Common)","I.R. 36","19/04/2021","1510","1535","1525"
"Chattisgarh","Kabirdham","Pandariya","Wheat","Local","19/04/2021","1550","1600","1575"
"Chattisgarh","Kabirdham","Pipriya","Wheat","Deshi","19/04/2021","1400","1400","1400"
"Chattisgarh","Raipur","Navapara","Paddy(Dhan)(Common)","MTU-1010","19/04/2021","1460","1506","1492"
"Chattisgarh","Sukma","Doranpal","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1200","1300","1280"
"Chattisgarh","Sukma","Konta","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1250","1300","1280"
"Chattisgarh","Sukma","Kukanar","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1250","1300","1280"
"Chattisgarh","Sukma","Sukma","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1250","1300","1280"
"Chattisgarh","Surajpur","Surajpur","Paddy(Dhan)(Common)","I.R. 36","19/04/2021","1890","1890","1890"
"Gujarat","Ahmedabad","Dhandhuka","Cotton","Shanker 6 (B) 30mm FIne","19/04/2021","4750","5500","5125"
"Gujarat","Amreli","Damnagar","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1500","1700","1600"
"Gujarat","Amreli","Damnagar","Brinjal","Other","19/04/2021","1200","1500","1300"
"Gujarat","Amreli","Damnagar","Cabbage","Cabbage","19/04/2021","700","900","800"
"Gujarat","Amreli","Damnagar","Cauliflower","Cauliflower","19/04/2021","1500","1800","1700"
"Gujarat","Amreli","Damnagar","Coriander(Leaves)","Coriander","19/04/2021","700","900","800"
"Gujarat","Amreli","Damnagar","Ginger(Green)","Green Ginger","19/04/2021","4000","4500","4200"
"Gujarat","Amreli","Damnagar","Green Chilli","Green Chilly","19/04/2021","1800","2000","1900"
"Gujarat","Amreli","Damnagar","Guar","Gwar","19/04/2021","4000","5000","4500"
"Gujarat","Amreli","Damnagar","Lemon","Lemon","19/04/2021","5000","6000","5500"
"Gujarat","Amreli","Khambha","Cotton","Shanker 6 (B) 30mm FIne","19/04/2021","5720","5920","5825"
"Gujarat","Anand","Khambhat(Grain Market)","Bajra(Pearl Millet/Cumbu)","Other","19/04/2021","1200","1260","1230"
"Gujarat","Anand","Khambhat(Grain Market)","Mustard","Other","19/04/2021","5920","6020","5970"
"Gujarat","Anand","Khambhat(Grain Market)","Paddy(Dhan)(Common)","Other","19/04/2021","2440","2550","2500"
"Gujarat","Anand","Khambhat(Grain Market)","Paddy(Dhan)(Common)","Paddy","19/04/2021","1480","1530","1510"
"Gujarat","Anand","Khambhat(Grain Market)","Wheat","Other","19/04/2021","1830","1920","1880"
"Gujarat","Bharuch","Ankleshwar","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1700","3000","2825"
"Gujarat","Bharuch","Ankleshwar","Bitter gourd","Bitter Gourd","19/04/2021","2900","4250","4000"
"Gujarat","Bharuch","Ankleshwar","Bottle gourd","Bottle Gourd","19/04/2021","775","1925","1700"
"Gujarat","Bharuch","Ankleshwar","Brinjal","Brinjal","19/04/2021","700","1400","1175"
"Gujarat","Bharuch","Ankleshwar","Cabbage","Cabbage","19/04/2021","425","825","650"
"Gujarat","Bharuch","Ankleshwar","Carrot","Carrot","19/04/2021","1100","1500","1325"
"Gujarat","Bharuch","Ankleshwar","Cauliflower","Cauliflower","19/04/2021","1275","2175","2000"
"Gujarat","Bharuch","Ankleshwar","Coriander(Leaves)","Coriander","19/04/2021","1100","2000","1825"
"Gujarat","Bharuch","Ankleshwar","Cucumbar(Kheera)","Cucumbar","19/04/2021","775","1675","1500"
"Gujarat","Bharuch","Ankleshwar","Drumstick","Drumstick","19/04/2021","1275","2575","2350"
"Gujarat","Bharuch","Ankleshwar","Ginger(Green)","Green Ginger","19/04/2021","1775","2175","2000"
"Gujarat","Bharuch","Ankleshwar","Green Chilli","Green Chilly","19/04/2021","1850","2975","2800"
"Gujarat","Bharuch","Ankleshwar","Guar","Gwar","19/04/2021","2750","3650","3375"
"Gujarat","Bharuch","Ankleshwar","Indian Beans (Seam)","Indian Beans (Seam)","19/04/2021","2850","3750","3500"
"Gujarat","Bharuch","Ankleshwar","Lemon","Lemon","19/04/2021","5250","7550","7150"
"Gujarat","Bharuch","Ankleshwar","Methi(Leaves)","Methi","19/04/2021","1900","2600","2350"
"Gujarat","Bharuch","Ankleshwar","Peas cod","Peas cod","19/04/2021","4350","5475","5000"
"Gujarat","Bharuch","Ankleshwar","Pegeon Pea (Arhar Fali)","Pigeon Pea (Arhar Fali)","19/04/2021","3875","5225","5000"
"Gujarat","Bharuch","Ankleshwar","Pointed gourd (Parval)","Pointed gourd (Parval)","19/04/2021","3125","3800","3625"
"Gujarat","Bharuch","Ankleshwar","Raddish","Raddish","19/04/2021","1175","1875","1700"
"Gujarat","Bharuch","Ankleshwar","Ridge gourd(Tori)","Ridgeguard(Tori)","19/04/2021","2000","3125","2900"
"Gujarat","Bharuch","Ankleshwar","Surat Beans (Papadi)","Surat Beans (Papadi)","19/04/2021","3450","5250","5000"
"Gujarat","Bharuch","Ankleshwar","Tinda","Tinda","19/04/2021","3450","5250","5000"
"Gujarat","Bharuch","Ankleshwar","Tomato","Tomato","19/04/2021","525","1425","1250"
"Gujarat","Dahod","Dahod","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","19/04/2021","5900","6200","6000"
"Gujarat","Dahod","Dahod","Arhar (Tur/Red Gram)(Whole)","Other","19/04/2021","6000","6300","6200"
"Gujarat","Dahod","Dahod","Bajra(Pearl Millet/Cumbu)","Other","19/04/2021","1225","1250","1240"
"Gujarat","Dahod","Dahod","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5225","5250","5240"
"Gujarat","Dahod","Dahod","Bengal Gram(Gram)(Whole)","Other","19/04/2021","5275","5325","5300"
"Gujarat","Dahod","Dahod","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","19/04/2021","6000","6400","6300"
"Gujarat","Dahod","Dahod","Castor Seed","Castor seed","19/04/2021","4700","4800","4750"
"Gujarat","Dahod","Dahod","Castor Seed","Other","19/04/2021","4500","4600","4550"
"Gujarat","Dahod","Dahod","Dry Chillies","Dry Chillies","19/04/2021","15000","19000","17000"
"Gujarat","Dahod","Dahod","Green Peas","Other","19/04/2021","3500","3800","3600"
"Gujarat","Dahod","Dahod","Maize","White (SAFED)","19/04/2021","1525","1950","1900"
"Gujarat","Dahod","Dahod","Maize","Yellow","19/04/2021","1550","1650","1600"
"Gujarat","Dahod","Dahod","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1260","1280","1270"
"Gujarat","Dahod","Dahod","Paddy(Dhan)(Common)","Paddy fine","19/04/2021","1400","1500","1440"
"Gujarat","Dahod","Dahod","Rice","Coarse","19/04/2021","4000","4200","4050"
"Gujarat","Dahod","Dahod","Soyabean","Soyabeen","19/04/2021","7000","7250","7100"
"Gujarat","Dahod","Dahod","Wheat","147 Average","19/04/2021","1900","2000","1950"
"Gujarat","Dahod","Dahod","Wheat","Lokwan","19/04/2021","1900","2000","1950"
"Gujarat","Dahod","Davgadbaria(Piplod)","Maize","Deshi White","19/04/2021","1570","1590","1580"
"Gujarat","Dahod","Devgadhbaria","Paddy(Dhan)(Common)","Common","19/04/2021","1100","1120","1110"
"Gujarat","Gandhinagar","Dehgam","Bajra(Pearl Millet/Cumbu)","Other","19/04/2021","1125","1225","1175"
"Gujarat","Gandhinagar","Dehgam","Castor Seed","Other","19/04/2021","4855","4920","4887"
"Gujarat","Gandhinagar","Dehgam","Guar","Other","19/04/2021","3525","3650","3587"
"Gujarat","Gandhinagar","Dehgam","Paddy(Dhan)(Common)","Other","19/04/2021","1500","1675","1587"
"Gujarat","Gandhinagar","Dehgam","Wheat","Other","19/04/2021","1640","1940","1790"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Bhindi(Ladies Finger)","Other","19/04/2021","1500","2000","1750"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Bottle gourd","Other","19/04/2021","600","1000","800"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Brinjal","Round/Long","19/04/2021","1000","1500","1250"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Cabbage","Other","19/04/2021","600","600","600"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Cauliflower","Other","19/04/2021","2000","2000","2000"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Green Chilli","Other","19/04/2021","2500","2500","2500"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Guar","Other","19/04/2021","1750","2500","2000"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Tomato","Other","19/04/2021","1200","1200","1200"
"Gujarat","Morbi","Vankaner(Sub yard)","Bhindi(Ladies Finger)","Other","19/04/2021","4500","5500","5000"
"Gujarat","Morbi","Vankaner(Sub yard)","Cabbage","Other","19/04/2021","450","550","500"
"Gujarat","Morbi","Vankaner(Sub yard)","Cauliflower","Other","19/04/2021","1000","1500","1250"
"Gujarat","Morbi","Vankaner(Sub yard)","Guar","Other","19/04/2021","5500","6500","6000"
"Gujarat","Morbi","Vankaner(Sub yard)","Lemon","Other","19/04/2021","11000","13000","12000"
"Gujarat","Morbi","Vankaner(Sub yard)","Tomato","Other","19/04/2021","1000","1500","1250"
"Gujarat","Rajkot","Rajkot","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","4750","5000","4915"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2750","3750","3250"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Bottle gourd","Bottle Gourd","19/04/2021","500","1000","750"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Brinjal","Brinjal","19/04/2021","500","1000","800"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Cluster beans","Cluster Beans","19/04/2021","4500","6000","5500"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Coriander(Leaves)","Coriander","19/04/2021","750","1150","1000"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Ginger(Green)","Green Ginger","19/04/2021","2000","3000","2500"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Green Chilli","Green Chilly","19/04/2021","1750","2750","2300"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Lemon","Lemon","19/04/2021","8250","10750","9500"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Potato","Desi","19/04/2021","1000","1325","1175"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Tomato","Tomato","19/04/2021","650","1250","1000"
"Gujarat","Surat","Surat","Beetroot","Other","19/04/2021","700","1000","850"
"Gujarat","Surat","Surat","Bhindi(Ladies Finger)","Other","19/04/2021","1000","3100","2050"
"Gujarat","Surat","Surat","Bitter gourd","Other","19/04/2021","1200","3750","2475"
"Gujarat","Surat","Surat","Brinjal","Other","19/04/2021","500","1600","1050"
"Gujarat","Surat","Surat","Carrot","Other","19/04/2021","800","1600","1200"
"Gujarat","Surat","Surat","Cauliflower","Other","19/04/2021","800","1600","1200"
"Gujarat","Surat","Surat","Cowpea(Veg)","Other","19/04/2021","2750","7000","4875"
"Gujarat","Surat","Surat","Cucumbar(Kheera)","Other","19/04/2021","400","1000","700"
"Gujarat","Surat","Surat","Drumstick","Other","19/04/2021","700","2000","1350"
"Gujarat","Surat","Surat","Elephant Yam (Suran)","Other","19/04/2021","1100","1400","1250"
"Gujarat","Surat","Surat","French Beans (Frasbean)","Other","19/04/2021","2500","3750","3125"
"Gujarat","Surat","Surat","Ginger(Green)","Other","19/04/2021","1500","1700","1600"
"Gujarat","Surat","Surat","Green Chilli","Other","19/04/2021","1300","4000","2650"
"Gujarat","Surat","Surat","Indian Beans (Seam)","Other","19/04/2021","3500","5250","4375"
"Gujarat","Surat","Surat","Lemon","Other","19/04/2021","4000","10000","7000"
"Gujarat","Surat","Surat","Little gourd (Kundru)","Other","19/04/2021","1400","4800","3100"
"Gujarat","Surat","Surat","Onion","Other","19/04/2021","500","1250","875"
"Gujarat","Surat","Surat","Pegeon Pea (Arhar Fali)","Other","19/04/2021","2750","6500","4625"
"Gujarat","Surat","Surat","Pointed gourd (Parval)","Other","19/04/2021","2000","4000","3000"
"Gujarat","Surat","Surat","Potato","Other","19/04/2021","700","1200","950"
"Gujarat","Surat","Surat","Pumpkin","Other","19/04/2021","400","600","500"
"Gujarat","Surat","Surat","Ridge gourd(Tori)","Other","19/04/2021","1000","3000","2000"
"Gujarat","Surat","Surat","Surat Beans (Papadi)","Other","19/04/2021","3000","7000","5000"
"Gujarat","Surat","Surat","Sweet Potato","Other","19/04/2021","1000","1500","1250"
"Gujarat","Surat","Surat","Tomato","Other","19/04/2021","300","1500","900"
"Gujarat","Surat","Surat","Yam (Ratalu)","Other","19/04/2021","1300","2750","2025"
"Gujarat","Surendranagar","Vadhvan","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2500","2750","2625"
"Gujarat","Surendranagar","Vadhvan","Bitter gourd","Bitter Gourd","19/04/2021","2500","3500","3000"
"Gujarat","Surendranagar","Vadhvan","Bottle gourd","Bottle Gourd","19/04/2021","500","1000","750"
"Gujarat","Surendranagar","Vadhvan","Brinjal","Brinjal","19/04/2021","750","800","775"
"Gujarat","Surendranagar","Vadhvan","Cabbage","Cabbage","19/04/2021","250","300","275"
"Gujarat","Surendranagar","Vadhvan","Carrot","Carrot","19/04/2021","1000","1750","1375"
"Gujarat","Surendranagar","Vadhvan","Cauliflower","Cauliflower","19/04/2021","1000","1250","1125"
"Gujarat","Surendranagar","Vadhvan","Coriander(Leaves)","Coriander","19/04/2021","1500","2000","1750"
"Gujarat","Surendranagar","Vadhvan","Cucumbar(Kheera)","Cucumbar","19/04/2021","1000","1250","1125"
"Gujarat","Surendranagar","Vadhvan","Drumstick","Drumstick","19/04/2021","1000","1250","1125"
"Gujarat","Surendranagar","Vadhvan","Elephant Yam (Suran)","Elephant Yam (Suran)","19/04/2021","2000","2500","2250"
"Gujarat","Surendranagar","Vadhvan","Garlic","Garlic","19/04/2021","6500","7000","6750"
"Gujarat","Surendranagar","Vadhvan","Green Chilli","Green Chilly","19/04/2021","1000","1250","1125"
"Gujarat","Surendranagar","Vadhvan","Guar","Gwar","19/04/2021","2500","3000","2750"
"Gujarat","Surendranagar","Vadhvan","Lemon","Lemon","19/04/2021","7500","10500","9000"
"Gujarat","Surendranagar","Vadhvan","Mango (Raw-Ripe)","Mango - Raw-Ripe","19/04/2021","1500","1750","1625"
"Gujarat","Surendranagar","Vadhvan","Methi(Leaves)","Methi","19/04/2021","2000","2500","2250"
"Gujarat","Surendranagar","Vadhvan","Onion Green","Onion Green","19/04/2021","1000","1500","1250"
"Gujarat","Surendranagar","Vadhvan","Potato","Potato","19/04/2021","2000","2250","2125"
"Gujarat","Surendranagar","Vadhvan","Spinach","Spinach","19/04/2021","1000","1250","1125"
"Gujarat","Surendranagar","Vadhvan","Sweet Potato","Sweet Potato","19/04/2021","1000","1500","1250"
"Gujarat","Surendranagar","Vadhvan","Tinda","Tinda","19/04/2021","2000","2250","2125"
"Gujarat","Surendranagar","Vadhvan","Tomato","Tomato","19/04/2021","750","1000","875"
"Gujarat","Surendranagar","Vadhvan","Water Melon","Water Melon","19/04/2021","500","1000","750"
"Gujarat","Surendranagar","Vadhvan","Wheat","Other","19/04/2021","1750","2000","1875"
"Gujarat","Vadodara(Baroda)","Bodeli","Cotton","Shanker 6 (B) 30mm FIne","19/04/2021","5600","6200","6000"
"Gujarat","Vadodara(Baroda)","Padra","Bhindi(Ladies Finger)","Other","19/04/2021","1500","2000","1750"
"Gujarat","Vadodara(Baroda)","Padra","Bitter gourd","Other","19/04/2021","2500","3500","3000"
"Gujarat","Vadodara(Baroda)","Padra","Bottle gourd","Other","19/04/2021","800","1300","1050"
"Gujarat","Vadodara(Baroda)","Padra","Brinjal","Other","19/04/2021","500","800","650"
"Gujarat","Vadodara(Baroda)","Padra","Cabbage","Other","19/04/2021","500","900","700"
"Gujarat","Vadodara(Baroda)","Padra","Cauliflower","Other","19/04/2021","1750","2250","2000"
"Gujarat","Vadodara(Baroda)","Padra","Coriander(Leaves)","Other","19/04/2021","1000","1750","1400"
"Gujarat","Vadodara(Baroda)","Padra","Cowpea(Veg)","Other","19/04/2021","3000","5000","4000"
"Gujarat","Vadodara(Baroda)","Padra","Cucumbar(Kheera)","Other","19/04/2021","2000","3500","2750"
"Gujarat","Vadodara(Baroda)","Padra","Drumstick","Other","19/04/2021","500","1000","750"
"Gujarat","Vadodara(Baroda)","Padra","Elephant Yam (Suran)","Other","19/04/2021","1750","2000","1900"
"Gujarat","Vadodara(Baroda)","Padra","Ginger(Green)","Other","19/04/2021","1750","2000","1900"
"Gujarat","Vadodara(Baroda)","Padra","Green Chilli","Green Chilly","19/04/2021","3000","3500","3250"
"Gujarat","Vadodara(Baroda)","Padra","Lemon","Other","19/04/2021","8000","10000","9000"
"Gujarat","Vadodara(Baroda)","Padra","Onion","Other","19/04/2021","900","1250","1100"
"Gujarat","Vadodara(Baroda)","Padra","Pegeon Pea (Arhar Fali)","Other","19/04/2021","5000","6000","5500"
"Gujarat","Vadodara(Baroda)","Padra","Pointed gourd (Parval)","Other","19/04/2021","3500","3750","3625"
"Gujarat","Vadodara(Baroda)","Padra","Potato","Other","19/04/2021","1000","1500","1250"
"Gujarat","Vadodara(Baroda)","Padra","Pumpkin","Other","19/04/2021","700","800","750"
"Gujarat","Vadodara(Baroda)","Padra","Spinach","Other","19/04/2021","900","1200","1050"
"Gujarat","Vadodara(Baroda)","Padra","Tomato","Other","19/04/2021","800","1200","1000"
"Haryana","Ambala","Shahzadpur","Bitter gourd","Bitter Gourd","19/04/2021","1500","2000","1500"
"Haryana","Ambala","Shahzadpur","Bottle gourd","Bottle Gourd","19/04/2021","500","808","808"
"Haryana","Ambala","Shahzadpur","Brinjal","Round","19/04/2021","1000","1000","1000"
"Haryana","Ambala","Shahzadpur","Cabbage","Cabbage","19/04/2021","400","500","400"
"Haryana","Ambala","Shahzadpur","Capsicum","Capsicum","19/04/2021","900","1300","1000"
"Haryana","Ambala","Shahzadpur","Carrot","Carrot","19/04/2021","1200","1200","1200"
"Haryana","Ambala","Shahzadpur","Cauliflower","Cauliflower","19/04/2021","800","1000","1000"
"Haryana","Ambala","Shahzadpur","Coriander(Leaves)","Coriander","19/04/2021","919","919","919"
"Haryana","Ambala","Shahzadpur","Cucumbar(Kheera)","Cucumbar","19/04/2021","593","1000","1000"
"Haryana","Ambala","Shahzadpur","Green Chilli","Green Chilly","19/04/2021","2000","2000","2000"
"Haryana","Ambala","Shahzadpur","Long Melon(Kakri)","Other","19/04/2021","1500","1500","1500"
"Haryana","Ambala","Shahzadpur","Methi(Leaves)","Methi","19/04/2021","800","800","800"
"Haryana","Ambala","Shahzadpur","Onion","Local","19/04/2021","1000","1000","1000"
"Haryana","Ambala","Shahzadpur","Peas Wet","Peas Wet","19/04/2021","4000","6000","6000"
"Haryana","Ambala","Shahzadpur","Potato","Local","19/04/2021","500","600","600"
"Haryana","Ambala","Shahzadpur","Pumpkin","Pumpkin","19/04/2021","396","700","400"
"Haryana","Ambala","Shahzadpur","Raddish","Raddish","19/04/2021","500","800","800"
"Haryana","Ambala","Shahzadpur","Spinach","Spinach","19/04/2021","500","600","500"
"Haryana","Ambala","Shahzadpur","Tomato","Local","19/04/2021","600","1000","800"
"Haryana","Faridabad","Faridabad","Grapes","Other","19/04/2021","2500","4000","3250"
"Haryana","Faridabad","Faridabad","Water Melon","Other","19/04/2021","800","1000","900"
"Haryana","Fatehabad","Jakhal","Bhindi(Ladies Finger)","Other","19/04/2021","3000","3000","3000"
"Haryana","Fatehabad","Jakhal","Bitter gourd","Other","19/04/2021","4000","4000","4000"
"Haryana","Fatehabad","Jakhal","Bottle gourd","Bottle Gourd","19/04/2021","1000","1000","1000"
"Haryana","Fatehabad","Jakhal","Brinjal","Other","19/04/2021","1000","1000","1000"
"Haryana","Fatehabad","Jakhal","Cabbage","Other","19/04/2021","600","600","600"
"Haryana","Fatehabad","Jakhal","Carrot","Other","19/04/2021","1300","1300","1300"
"Haryana","Fatehabad","Jakhal","Cucumbar(Kheera)","Other","19/04/2021","1200","2100","1500"
"Haryana","Fatehabad","Jakhal","Green Chilli","Other","19/04/2021","2000","2000","2000"
"Haryana","Fatehabad","Jakhal","Onion","Other","19/04/2021","1200","1200","1200"
"Haryana","Fatehabad","Jakhal","Tomato","Other","19/04/2021","1500","2300","2000"
"Haryana","Fatehabad","Jakhal","Water Melon","Other","19/04/2021","1600","1600","1600"
"Haryana","Gurgaon","Gurgaon","Apple","Other","19/04/2021","10000","12000","11000"
"Haryana","Gurgaon","Gurgaon","Banana","Other","19/04/2021","2000","3000","2500"
"Haryana","Gurgaon","Gurgaon","Brinjal","Brinjal","19/04/2021","800","1000","900"
"Haryana","Gurgaon","Gurgaon","Cabbage","Other","19/04/2021","300","400","350"
"Haryana","Gurgaon","Gurgaon","Carrot","Other","19/04/2021","800","1000","900"
"Haryana","Gurgaon","Gurgaon","Cauliflower","Other","19/04/2021","1000","1500","1250"
"Haryana","Gurgaon","Gurgaon","Cucumbar(Kheera)","Other","19/04/2021","500","1000","750"
"Haryana","Gurgaon","Gurgaon","Grapes","Other","19/04/2021","5000","5500","5250"
"Haryana","Gurgaon","Gurgaon","Onion","Other","19/04/2021","800","1300","1050"
"Haryana","Gurgaon","Gurgaon","Potato","Other","19/04/2021","600","1000","800"
"Haryana","Gurgaon","Gurgaon","Spinach","Other","19/04/2021","400","600","500"
"Haryana","Gurgaon","Gurgaon","Tomato","Other","19/04/2021","600","1200","900"
"Haryana","Gurgaon","Gurgaon","Water Melon","Other","19/04/2021","1200","1400","1300"
"Haryana","Kaithal","Dhand","Apple","Other","19/04/2021","10000","10000","10000"
"Haryana","Kaithal","Dhand","Banana","Other","19/04/2021","2000","2600","2500"
"Haryana","Kaithal","Dhand","Onion","Other","19/04/2021","1200","1300","1300"
"Haryana","Kaithal","Dhand","Potato","Other","19/04/2021","700","800","800"
"Haryana","Kurukshetra","Pehowa","Bottle gourd","Other","19/04/2021","1400","1600","1500"
"Haryana","Kurukshetra","Pehowa","Lemon","Other","19/04/2021","1900","1900","1900"
"Haryana","Kurukshetra","Pehowa","Onion","Other","19/04/2021","1400","1600","1500"
"Haryana","Kurukshetra","Pehowa","Potato","Other","19/04/2021","1400","1500","1500"
"Haryana","Kurukshetra","Pehowa","Tomato","Other","19/04/2021","1400","1600","1500"
"Haryana","Panchkula","Barwala","Bottle gourd","Other","19/04/2021","500","1000","750"
"Haryana","Panchkula","Barwala","Brinjal","Other","19/04/2021","1000","1200","1100"
"Haryana","Panchkula","Barwala","Cauliflower","Other","19/04/2021","500","700","600"
"Haryana","Panchkula","Barwala","Onion","Onion","19/04/2021","1500","1500","1500"
"Haryana","Panchkula","Barwala","Potato","Other","19/04/2021","600","700","650"
"Haryana","Panchkula","Barwala","Pumpkin","Other","19/04/2021","400","600","500"
"Haryana","Panchkula","Barwala","Tomato","Other","19/04/2021","1000","1200","1100"
"Haryana","Sirsa","kalanwali","Bitter gourd","Other","19/04/2021","1600","1600","1600"
"Haryana","Sirsa","kalanwali","Grapes","Other","19/04/2021","4000","4000","4000"
"Haryana","Sirsa","kalanwali","Mango","Other","19/04/2021","5500","5900","5900"
"Haryana","Sirsa","kalanwali","Tomato","Other","19/04/2021","1500","1600","1600"
"Haryana","Sonipat","Gohana","Bhindi(Ladies Finger)","Other","19/04/2021","3000","3200","3000"
"Haryana","Sonipat","Gohana","Brinjal","Other","19/04/2021","800","900","800"
"Haryana","Sonipat","Gohana","Cucumbar(Kheera)","Other","19/04/2021","800","900","800"
"Haryana","Sonipat","Gohana","Grapes","Other","19/04/2021","4500","5000","4500"
"Haryana","Sonipat","Gohana","Green Chilli","Other","19/04/2021","2500","3000","2500"
"Haryana","Sonipat","Gohana","Lemon","Other","19/04/2021","4000","4500","4000"
"Haryana","Sonipat","Gohana","Onion","Other","19/04/2021","900","1000","900"
"Haryana","Sonipat","Gohana","Potato","Other","19/04/2021","600","800","600"
"Haryana","Sonipat","Gohana","Tinda","Other","19/04/2021","700","800","700"
"Haryana","Sonipat","Gohana","Tomato","Tomato","19/04/2021","800","900","800"
"Haryana","Sonipat","Gohana","Water Melon","Other","19/04/2021","1000","1200","1000"
"Haryana","Yamuna Nagar","Sadhaura","Bhindi(Ladies Finger)","Bhindi","19/04/2021","3000","3000","3000"
"Haryana","Yamuna Nagar","Sadhaura","Bitter gourd","Bitter Gourd","19/04/2021","1000","1500","1200"
"Haryana","Yamuna Nagar","Sadhaura","Bottle gourd","Bottle Gourd","19/04/2021","400","500","450"
"Haryana","Yamuna Nagar","Sadhaura","Brinjal","Other","19/04/2021","600","1000","800"
"Haryana","Yamuna Nagar","Sadhaura","Cabbage","Cabbage","19/04/2021","300","400","350"
"Haryana","Yamuna Nagar","Sadhaura","Capsicum","Capsicum","19/04/2021","600","700","650"
"Haryana","Yamuna Nagar","Sadhaura","Cauliflower","Cauliflower","19/04/2021","800","1000","900"
"Haryana","Yamuna Nagar","Sadhaura","Cucumbar(Kheera)","Cucumbar","19/04/2021","800","1500","900"
"Haryana","Yamuna Nagar","Sadhaura","Ginger(Green)","Green Ginger","19/04/2021","3000","3500","3250"
"Haryana","Yamuna Nagar","Sadhaura","Green Chilli","Green Chilly","19/04/2021","2000","2500","2000"
"Haryana","Yamuna Nagar","Sadhaura","Onion","Onion","19/04/2021","1000","1200","1100"
"Haryana","Yamuna Nagar","Sadhaura","Potato","Potato","19/04/2021","600","700","650"
"Haryana","Yamuna Nagar","Sadhaura","Pumpkin","Other","19/04/2021","300","500","400"
"Haryana","Yamuna Nagar","Sadhaura","Tomato","Tomato","19/04/2021","1200","1400","1300"
"Himachal Pradesh","Bilaspur","Bilaspur","Apple","Apple","19/04/2021","15000","26000","18000"
"Himachal Pradesh","Bilaspur","Bilaspur","Bhindi(Ladies Finger)","Bhindi","19/04/2021","3200","4000","3800"
"Himachal Pradesh","Bilaspur","Bilaspur","Bitter gourd","Bitter Gourd","19/04/2021","3200","4500","4000"
"Himachal Pradesh","Bilaspur","Bilaspur","Bottle gourd","Bottle Gourd","19/04/2021","1000","1800","1500"
"Himachal Pradesh","Bilaspur","Bilaspur","Capsicum","Capsicum","19/04/2021","1500","2600","2200"
"Himachal Pradesh","Bilaspur","Bilaspur","Carrot","Carrot","19/04/2021","1300","2000","1500"
"Himachal Pradesh","Bilaspur","Bilaspur","Cucumbar(Kheera)","Cucumbar","19/04/2021","1400","1900","1600"
"Himachal Pradesh","Bilaspur","Bilaspur","Grapes","Green","19/04/2021","7500","9000","8000"
