"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Odisha","Malkangiri","Malkangiri(Korakunda)","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1600","2600","2000"
"Odisha","Malkangiri","Malkangiri(Korakunda)","Brinjal","Other","19/04/2021","1500","2000","1900"
"Odisha","Malkangiri","Malkangiri(Korakunda)","Cucumbar(Kheera)","Cucumbar","19/04/2021","1000","1400","1200"
"Odisha","Malkangiri","Malkangiri(Korakunda)","Pumpkin","Other","19/04/2021","900","1100","1000"
"Odisha","Malkangiri","Malkangiri(Korakunda)","Water Melon","Other","19/04/2021","3000","4000","3500"
"Odisha","Mayurbhanja","Betnoti","Bhindi(Ladies Finger)","Bhindi","19/04/2021","3000","4000","3500"
"Odisha","Mayurbhanja","Betnoti","Bitter gourd","Bitter Gourd","19/04/2021","3800","4500","4000"
"Odisha","Mayurbhanja","Betnoti","Brinjal","Other","19/04/2021","3000","4000","3500"
"Odisha","Mayurbhanja","Betnoti","Maize","Other","19/04/2021","1800","2500","2000"
"Odisha","Mayurbhanja","Betnoti","Onion","Other","19/04/2021","2000","2300","2200"
"Odisha","Mayurbhanja","Betnoti","Pointed gourd (Parval)","Other","19/04/2021","5000","6500","6000"
"Odisha","Mayurbhanja","Betnoti","Potato","Potato","19/04/2021","1200","1500","1300"
"Odisha","Mayurbhanja","Betnoti","Ridge gourd(Tori)","Ridgeguard(Tori)","19/04/2021","3000","4000","3500"
"Odisha","Mayurbhanja","Betnoti","Tomato","Tomato","19/04/2021","800","1200","1000"
"Odisha","Mayurbhanja","Karanjia","Bhindi(Ladies Finger)","Other","19/04/2021","2800","3000","2900"
"Odisha","Mayurbhanja","Karanjia","Paddy(Dhan)(Common)","Other","19/04/2021","1750","1868","1815"
"Odisha","Mayurbhanja","Karanjia","Rice","Common","19/04/2021","2500","2530","2520"
"Odisha","Mayurbhanja","Karanjia","Rice","Other","19/04/2021","2450","2470","2460"
"Odisha","Nayagarh","Bahadajholla","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2100","2300","2200"
"Odisha","Nayagarh","Bahadajholla","Bitter gourd","Bitter Gourd","19/04/2021","1900","2100","2000"
"Odisha","Nayagarh","Bahadajholla","Brinjal","Other","19/04/2021","1100","1300","1200"
"Odisha","Nayagarh","Bahadajholla","Cauliflower","Other","19/04/2021","2400","2600","2500"
"Odisha","Nayagarh","Bahadajholla","Cucumbar(Kheera)","Cucumbar","19/04/2021","1900","2100","2000"
"Odisha","Nayagarh","Bahadajholla","Tomato","Other","19/04/2021","700","900","800"
"Odisha","Nayagarh","Sarankul","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1800","2200","2000"
"Odisha","Nayagarh","Sarankul","Bitter gourd","Bitter Gourd","19/04/2021","1800","2200","2000"
"Odisha","Nayagarh","Sarankul","Brinjal","Other","19/04/2021","1000","1400","1200"
"Odisha","Nayagarh","Sarankul","Cauliflower","Other","19/04/2021","2300","2700","2500"
"Odisha","Nayagarh","Sarankul","Cucumbar(Kheera)","Cucumbar","19/04/2021","1800","2200","2000"
"Odisha","Nayagarh","Sarankul","Tomato","Other","19/04/2021","600","1000","800"
"Odisha","Nowarangpur","Nawarangpur","Gur(Jaggery)","NO 2","19/04/2021","2000","2000","2000"
"Odisha","Nowarangpur","Nawarangpur","Maize","Hybrid/Local","19/04/2021","1300","1300","1300"
"Odisha","Sambalpur","Kuchinda","Banana - Green","Other","19/04/2021","2000","2000","2000"
"Odisha","Sambalpur","Kuchinda","Beans","Other","19/04/2021","3500","4000","3700"
"Odisha","Sambalpur","Kuchinda","Bhindi(Ladies Finger)","Other","19/04/2021","3000","3500","3500"
"Odisha","Sonepur","Birmaharajpur","Brinjal","Other","19/04/2021","2000","3000","2500"
"Odisha","Sonepur","Birmaharajpur","Onion","Other","19/04/2021","2200","3000","2500"
"Odisha","Sonepur","Birmaharajpur","Potato","Other","19/04/2021","800","1400","1200"
"Odisha","Sonepur","Birmaharajpur","Tomato","Other","19/04/2021","800","1200","1000"
"Odisha","Sundergarh","Panposh","Bhindi(Ladies Finger)","Other","19/04/2021","2200","2600","2500"
"Odisha","Sundergarh","Panposh","Brinjal","Other","19/04/2021","600","1000","900"
"Odisha","Sundergarh","Panposh","Cabbage","Other","19/04/2021","1200","1600","1500"
"Odisha","Sundergarh","Panposh","Tomato","Other","19/04/2021","600","1000","900"
"Odisha","Sundergarh","Sargipali","Bhindi(Ladies Finger)","Other","19/04/2021","1500","2000","1800"
"Odisha","Sundergarh","Sargipali","Bitter gourd","Bitter Gourd","19/04/2021","3500","4000","3800"
"Odisha","Sundergarh","Sargipali","Brinjal","Other","19/04/2021","1200","1600","1400"
"Odisha","Sundergarh","Sargipali","Capsicum","Other","19/04/2021","3500","4000","3800"
"Odisha","Sundergarh","Sargipali","Onion","Other","19/04/2021","1000","1500","1200"
"Odisha","Sundergarh","Sargipali","Potato","Other","19/04/2021","1500","2000","1800"
"Odisha","Sundergarh","Sargipali","Pumpkin","Other","19/04/2021","1000","1500","1200"
"Odisha","Sundergarh","Sargipali","Tomato","Other","19/04/2021","600","800","700"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","B P T","19/04/2021","1440","2000","1720"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","White Ponni","19/04/2021","1650","1700","1675"
"Punjab","Amritsar","Rayya","Brinjal","Brinjal","19/04/2021","1300","1300","1300"
"Punjab","Amritsar","Rayya","Carrot","Carrot","19/04/2021","1400","1400","1400"
"Punjab","Amritsar","Rayya","Cauliflower","Local","19/04/2021","700","700","700"
"Punjab","Amritsar","Rayya","Green Chilli","Green Chilly","19/04/2021","2100","2100","2100"
"Punjab","Amritsar","Rayya","Onion","Red","19/04/2021","1600","1600","1600"
"Punjab","Amritsar","Rayya","Potato","Other","19/04/2021","800","800","800"
"Punjab","Amritsar","Rayya","Raddish","Other","19/04/2021","900","900","900"
"Punjab","Amritsar","Rayya","Tomato","Hybrid","19/04/2021","2300","2300","2300"
"Punjab","Bhatinda","Bhagta Bhai Ka","Brinjal","Other","19/04/2021","1500","1500","1500"
"Punjab","Bhatinda","Bhagta Bhai Ka","Cauliflower","Other","19/04/2021","750","750","750"
"Punjab","Bhatinda","Bhagta Bhai Ka","Onion","Other","19/04/2021","1300","1300","1300"
"Punjab","Bhatinda","Bhagta Bhai Ka","Potato","Other","19/04/2021","800","800","800"
"Punjab","Bhatinda","Bhagta Bhai Ka","Pumpkin","Other","19/04/2021","1200","1200","1200"
"Punjab","Bhatinda","Bhagta Bhai Ka","Tomato","Other","19/04/2021","2000","2000","2000"
"Punjab","Bhatinda","Goniana","Onion","Other","19/04/2021","1500","1800","1800"
"Punjab","Bhatinda","Goniana","Potato","Other","19/04/2021","1000","1100","1100"
"Punjab","Bhatinda","Goniana","Tinda","Other","19/04/2021","1200","1300","1300"
"Punjab","Bhatinda","Rampuraphul(Nabha Mandi)","Apple","Other","19/04/2021","7000","9000","8000"
"Punjab","Bhatinda","Rampuraphul(Nabha Mandi)","Onion","Other","19/04/2021","800","1400","1000"
"Punjab","Bhatinda","Rampuraphul(Nabha Mandi)","Potato","Other","19/04/2021","600","700","650"
"Punjab","Fatehgarh","Amloh","Wheat","147 Best","19/04/2021","1975","1975","1975"
"Punjab","Fatehgarh","Amloh(Gobind Garh Mandi)","Wheat","147 Best","19/04/2021","1975","1975","1975"
"Punjab","Fatehgarh","Khamano","Brinjal","Brinjal","19/04/2021","1500","1500","1500"
"Punjab","Fatehgarh","Khamano","Coriander(Leaves)","Coriander","19/04/2021","1000","1000","1000"
"Punjab","Fatehgarh","Khamano","Green Chilli","Green Chilly","19/04/2021","1700","1700","1700"
"Punjab","Fatehgarh","Khamano","Potato","Potato","19/04/2021","700","700","700"
"Punjab","Fatehgarh","Khamano","Pumpkin","Pumpkin","19/04/2021","1000","1000","1000"
"Punjab","Fatehgarh","Khamano","Tomato","Tomato","19/04/2021","1500","1500","1500"
"Punjab","Fatehgarh","Sirhind","Peas Wet","Other","19/04/2021","5500","5600","5500"
"Punjab","Fatehgarh","Sirhind","Potato","Other","19/04/2021","600","800","700"
"Punjab","Fazilka","Fazilka","Apple","Other","19/04/2021","7500","10000","8500"
"Punjab","Fazilka","Fazilka","Banana","Other","19/04/2021","1100","1300","1200"
"Punjab","Fazilka","Fazilka","Brinjal","Other","19/04/2021","800","1000","900"
"Punjab","Fazilka","Fazilka","Capsicum","Other","19/04/2021","1000","1200","1100"
"Punjab","Fazilka","Fazilka","Cauliflower","Other","19/04/2021","400","600","500"
"Punjab","Fazilka","Fazilka","Cucumbar(Kheera)","Cucumbar","19/04/2021","800","1000","900"
"Punjab","Fazilka","Fazilka","Garlic","Other","19/04/2021","3000","3500","3200"
"Punjab","Fazilka","Fazilka","Green Chilli","Other","19/04/2021","1200","1800","1500"
"Punjab","Fazilka","Fazilka","Karbuja(Musk Melon)","Karbhuja","19/04/2021","2000","2500","2200"
"Punjab","Fazilka","Fazilka","Mango","Other","19/04/2021","5500","7500","6500"
"Punjab","Fazilka","Fazilka","Onion","Other","19/04/2021","1200","1400","1300"
"Punjab","Fazilka","Fazilka","Peas Wet","Other","19/04/2021","3000","4000","3500"
"Punjab","Fazilka","Fazilka","Potato","Other","19/04/2021","550","700","650"
"Punjab","Fazilka","Fazilka","Pumpkin","Other","19/04/2021","1000","1200","1100"
"Punjab","Fazilka","Fazilka","Raddish","Other","19/04/2021","300","500","400"
"Punjab","Fazilka","Fazilka","Tomato","Other","19/04/2021","1000","1200","1100"
"Punjab","Ferozpur","Mamdot","Apple","Other","19/04/2021","2400","2600","2500"
"Punjab","Ferozpur","Mamdot","Banana","Other","19/04/2021","2400","2600","2500"
"Punjab","Ferozpur","Mamdot","Brinjal","Other","19/04/2021","1300","1500","1400"
"Punjab","Ferozpur","Mamdot","Cabbage","Other","19/04/2021","400","600","500"
"Punjab","Ferozpur","Mamdot","Cauliflower","Other","19/04/2021","1000","1200","1100"
"Punjab","Ferozpur","Mamdot","Coriander(Leaves)","Coriander","19/04/2021","1800","2000","1900"
"Punjab","Ferozpur","Mamdot","Cucumbar(Kheera)","Other","19/04/2021","1300","1500","1400"
"Punjab","Ferozpur","Mamdot","Ginger(Dry)","Other","19/04/2021","4300","4500","4400"
"Punjab","Ferozpur","Mamdot","Onion","Other","19/04/2021","1500","1700","1600"
"Punjab","Ferozpur","Mamdot","Potato","Other","19/04/2021","800","1000","900"
"Punjab","Ferozpur","Mamdot","Pumpkin","Other","19/04/2021","700","900","800"
"Punjab","Ferozpur","Mamdot","Tinda","Other","19/04/2021","1000","1200","1100"
"Punjab","Ferozpur","Mamdot","Tomato","Other","19/04/2021","1900","2100","2000"
"Punjab","Ferozpur","Zira","Apple","Apple","19/04/2021","4500","5000","4800"
"Punjab","Ferozpur","Zira","Banana","Banana - Ripe","19/04/2021","1800","2200","2000"
"Punjab","Ferozpur","Zira","Bitter gourd","Bitter Gourd","19/04/2021","2500","3000","2800"
"Punjab","Ferozpur","Zira","Bottle gourd","Bottle Gourd","19/04/2021","800","1000","900"
"Punjab","Ferozpur","Zira","Brinjal","Brinjal","19/04/2021","600","800","700"
"Punjab","Ferozpur","Zira","Cabbage","Cabbage","19/04/2021","200","400","300"
"Punjab","Ferozpur","Zira","Capsicum","Capsicum","19/04/2021","800","1200","1000"
"Punjab","Ferozpur","Zira","Carrot","Carrot","19/04/2021","600","800","700"
"Punjab","Ferozpur","Zira","Cauliflower","Cauliflower","19/04/2021","600","800","700"
"Punjab","Ferozpur","Zira","Cucumbar(Kheera)","Cucumbar","19/04/2021","800","1000","900"
"Punjab","Ferozpur","Zira","Garlic","Garlic","19/04/2021","4000","4500","4200"
"Punjab","Ferozpur","Zira","Ginger(Green)","Green Ginger","19/04/2021","4000","4200","4100"
"Punjab","Ferozpur","Zira","Grapes","Black","19/04/2021","4000","4500","4200"
"Punjab","Ferozpur","Zira","Green Chilli","Green Chilly","19/04/2021","800","1200","1000"
"Punjab","Ferozpur","Zira","Mango","Other","19/04/2021","3500","4200","4000"
"Punjab","Ferozpur","Zira","Onion","Local","19/04/2021","1000","1300","1200"
"Punjab","Ferozpur","Zira","Papaya","Other","19/04/2021","1500","2100","1800"
"Punjab","Ferozpur","Zira","Peas cod","Peas cod","19/04/2021","4000","5000","4500"
"Punjab","Ferozpur","Zira","Potato","(Red Nanital)","19/04/2021","600","800","700"
"Punjab","Ferozpur","Zira","Pumpkin","Pumpkin","19/04/2021","500","700","600"
"Punjab","Ferozpur","Zira","Raddish","Raddish","19/04/2021","500","700","600"
"Punjab","Ferozpur","Zira","Squash(Chappal Kadoo)","Other","19/04/2021","600","800","700"
"Punjab","Ferozpur","Zira","Tomato","Local","19/04/2021","800","1000","900"
"Punjab","Gurdaspur","Dera Baba Nanak","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1900","2100","2000"
"Punjab","Gurdaspur","Dera Baba Nanak","Bitter gourd","Other","19/04/2021","1800","2000","1900"
"Punjab","Gurdaspur","Dera Baba Nanak","Cucumbar(Kheera)","Other","19/04/2021","600","800","700"
"Punjab","Gurdaspur","Kalanaur","Carrot","Other","19/04/2021","1200","1300","1250"
"Punjab","Gurdaspur","Kalanaur","Cauliflower","Other","19/04/2021","400","500","450"
"Punjab","Gurdaspur","Kalanaur","Peas cod","Other","19/04/2021","1200","1400","1300"
"Punjab","Gurdaspur","Kalanaur","Raddish","Other","19/04/2021","250","310","280"
"Punjab","Hoshiarpur","Garh Shankar","Apple","Other","19/04/2021","6000","7000","6500"
"Punjab","Hoshiarpur","Garh Shankar","Bhindi(Ladies Finger)","Bhindi","19/04/2021","3000","3500","3200"
"Punjab","Hoshiarpur","Garh Shankar","Brinjal","Brinjal","19/04/2021","800","1200","1000"
"Punjab","Hoshiarpur","Garh Shankar","Carrot","Other","19/04/2021","1000","1400","1200"
"Punjab","Hoshiarpur","Garh Shankar","Cauliflower","Cauliflower","19/04/2021","1000","1200","1200"
"Punjab","Hoshiarpur","Garh Shankar","Cucumbar(Kheera)","Cucumbar","19/04/2021","500","700","600"
"Punjab","Hoshiarpur","Garh Shankar","Ginger(Green)","Green Ginger","19/04/2021","2500","3000","2700"
"Punjab","Hoshiarpur","Garh Shankar","Grapes","Other","19/04/2021","3500","4000","3800"
"Punjab","Hoshiarpur","Garh Shankar","Green Chilli","Green Chilly","19/04/2021","1500","2000","1700"
"Punjab","Hoshiarpur","Garh Shankar","Karbuja(Musk Melon)","Other","19/04/2021","1500","2000","1800"
"Punjab","Hoshiarpur","Garh Shankar","Mango","Other","19/04/2021","4000","5000","4500"
"Punjab","Hoshiarpur","Garh Shankar","Mousambi(Sweet Lime)","Mousambi","19/04/2021","3500","4000","3800"
"Punjab","Hoshiarpur","Garh Shankar","Onion","Other","19/04/2021","900","1100","1000"
"Punjab","Hoshiarpur","Garh Shankar","Papaya","Other","19/04/2021","1500","1800","1700"
"Punjab","Hoshiarpur","Garh Shankar","Potato","Potato","19/04/2021","500","600","550"
"Punjab","Hoshiarpur","Garh Shankar","Spinach","Spinach","19/04/2021","700","1000","800"
"Punjab","Hoshiarpur","Garh Shankar","Tomato","Local","19/04/2021","1500","2000","1800"
"Punjab","Hoshiarpur","Tanda Urmur","Bhindi(Ladies Finger)","Other","19/04/2021","2000","2500","2200"
"Punjab","Hoshiarpur","Tanda Urmur","Bitter gourd","Other","19/04/2021","1800","2000","1900"
"Punjab","Hoshiarpur","Tanda Urmur","Brinjal","Other","19/04/2021","1000","1200","1100"
"Punjab","Hoshiarpur","Tanda Urmur","Capsicum","Other","19/04/2021","1200","1500","1300"
"Punjab","Hoshiarpur","Tanda Urmur","Cauliflower","Other","19/04/2021","1000","1500","1200"
"Punjab","Hoshiarpur","Tanda Urmur","Cucumbar(Kheera)","Other","19/04/2021","900","1300","1000"
"Punjab","Hoshiarpur","Tanda Urmur","Garlic","Other","19/04/2021","5000","5500","5200"
"Punjab","Hoshiarpur","Tanda Urmur","Ginger(Dry)","Other","19/04/2021","4200","4500","4300"
"Punjab","Hoshiarpur","Tanda Urmur","Grapes","Other","19/04/2021","6000","7000","6500"
"Punjab","Hoshiarpur","Tanda Urmur","Green Chilli","Other","19/04/2021","2000","2500","2200"
"Punjab","Hoshiarpur","Tanda Urmur","Mango","Other","19/04/2021","4800","5500","5000"
"Punjab","Hoshiarpur","Tanda Urmur","Onion","Other","19/04/2021","1400","1600","1500"
"Punjab","Hoshiarpur","Tanda Urmur","Papaya","Other","19/04/2021","2700","3000","2900"
"Punjab","Hoshiarpur","Tanda Urmur","Potato","Other","19/04/2021","700","900","800"
"Punjab","Hoshiarpur","Tanda Urmur","Pumpkin","Other","19/04/2021","400","600","500"
"Punjab","Jalandhar","Bilga","Bottle gourd","Bottle Gourd","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Brinjal","Other","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Capsicum","Other","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Carrot","Other","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Cauliflower","Other","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Cucumbar(Kheera)","Other","19/04/2021","2000","2200","2100"
"Punjab","Jalandhar","Bilga","Green Chilli","Other","19/04/2021","2000","2200","2100"
"Punjab","Jalandhar","Bilga","Methi(Leaves)","Methi","19/04/2021","1000","1200","1100"
"Punjab","Jalandhar","Bilga","Onion","Other","19/04/2021","2000","2200","2100"
"Punjab","Jalandhar","Bilga","Potato","Other","19/04/2021","1000","1200","1100"
"Punjab","Jalandhar","Bilga","Pumpkin","Other","19/04/2021","1500","1700","1600"
"Punjab","Jalandhar","Bilga","Tomato","Other","19/04/2021","2000","2200","2100"
"Punjab","Jalandhar","Bilga","Wheat","Other","19/04/2021","1975","1975","1975"
"Punjab","Jalandhar","Bilga (Talwan )","Wheat","Other","19/04/2021","1975","1975","1975"
"Punjab","Jalandhar","Phillaur","Cauliflower","Other","19/04/2021","900","1100","1000"
"Punjab","Jalandhar","Phillaur(Apra Mandi)","Brinjal","Other","19/04/2021","1400","1600","1500"
"Punjab","Jalandhar","Phillaur(Apra Mandi)","Cauliflower","Other","19/04/2021","900","1100","1000"
"Punjab","Jalandhar","Phillaur(Apra Mandi)","Potato","Other","19/04/2021","300","500","400"
"Punjab","Jalandhar","Phillaur(Apra Mandi)","Pumpkin","Other","19/04/2021","900","1100","1000"
"Punjab","Jalandhar","Phillaur(Apra Mandi)","Tomato","Other","19/04/2021","1900","2100","2000"
"Punjab","Ludhiana","Doraha","Bhindi(Ladies Finger)","Other","19/04/2021","3000","4000","3311"
"Punjab","Ludhiana","Doraha","Bitter gourd","Other","19/04/2021","2500","3800","3145"
"Punjab","Ludhiana","Doraha","Bottle gourd","Bottle Gourd","19/04/2021","1000","1600","1345"
"Punjab","Ludhiana","Doraha","Brinjal","Other","19/04/2021","1000","1100","1027"
"Punjab","Ludhiana","Doraha","Capsicum","Capsicum","19/04/2021","1000","1100","1027"
"Punjab","Ludhiana","Doraha","Carrot","Other","19/04/2021","1800","1800","1800"
"Punjab","Ludhiana","Doraha","Cauliflower","Other","19/04/2021","800","1000","846"
"Punjab","Ludhiana","Doraha","Cucumbar(Kheera)","Cucumbar","19/04/2021","1000","1200","1120"
"Punjab","Ludhiana","Doraha","French Beans (Frasbean)","French Beans (Frasbean)","19/04/2021","3000","3000","3000"
"Punjab","Ludhiana","Doraha","Ginger(Green)","Green Ginger","19/04/2021","3500","4500","3888"
"Punjab","Ludhiana","Doraha","Green Chilli","Other","19/04/2021","1500","2500","2092"
"Punjab","Ludhiana","Doraha","Onion","Other","19/04/2021","1200","1500","1387"
"Punjab","Ludhiana","Doraha","Peas Wet","Other","19/04/2021","4000","5000","4773"
"Punjab","Ludhiana","Doraha","Potato","Other","19/04/2021","400","600","455"
"Punjab","Ludhiana","Doraha","Tomato","Other","19/04/2021","1500","2500","1957"
"Punjab","Ludhiana","Khanna","Banana","Other","19/04/2021","0","0","1600"
"Punjab","Ludhiana","Khanna","Bhindi(Ladies Finger)","Other","19/04/2021","2000","3000","2500"
"Punjab","Ludhiana","Khanna","Bottle gourd","Other","19/04/2021","700","1100","900"
"Punjab","Ludhiana","Khanna","Brinjal","Other","19/04/2021","400","600","500"
"Punjab","Ludhiana","Khanna","Cabbage","Other","19/04/2021","200","400","300"
"Punjab","Ludhiana","Khanna","Capsicum","Capsicum","19/04/2021","700","1500","1200"
"Punjab","Ludhiana","Khanna","Cauliflower","Other","19/04/2021","300","700","500"
"Punjab","Ludhiana","Khanna","Cucumbar(Kheera)","Other","19/04/2021","800","1500","1000"
"Punjab","Ludhiana","Khanna","French Beans (Frasbean)","Other","19/04/2021","1000","2000","1500"
"Punjab","Ludhiana","Khanna","Garlic","Other","19/04/2021","2000","4000","3000"
"Punjab","Ludhiana","Khanna","Ginger(Green)","Other","19/04/2021","1500","2500","2100"
"Punjab","Ludhiana","Khanna","Grapes","Other","19/04/2021","3000","5000","4000"
"Punjab","Ludhiana","Khanna","Green Chilli","Other","19/04/2021","1000","2000","1500"
"Punjab","Ludhiana","Khanna","Kinnow","Other","19/04/2021","2500","3500","3000"
"Punjab","Ludhiana","Khanna","Mousambi(Sweet Lime)","Other","19/04/2021","3000","5000","4000"
"Punjab","Ludhiana","Khanna","Onion","Other","19/04/2021","1000","1500","1300"
"Punjab","Ludhiana","Khanna","Papaya","Other","19/04/2021","800","1300","1000"
"Punjab","Ludhiana","Khanna","Peas Wet","Other","19/04/2021","2000","3500","2500"
"Punjab","Ludhiana","Khanna","Potato","Other","19/04/2021","300","600","500"
"Punjab","Ludhiana","Khanna","Pumpkin","Other","19/04/2021","400","800","600"
"Punjab","Ludhiana","Khanna","Tomato","Other","19/04/2021","1000","1500","1300"
"Punjab","Moga","Baghapurana","Cabbage","Cabbage","19/04/2021","600","800","700"
"Punjab","Moga","Baghapurana","Capsicum","Capsicum","19/04/2021","1500","1700","1600"
"Punjab","Moga","Baghapurana","Cauliflower","Cauliflower","19/04/2021","600","800","700"
"Punjab","Moga","Baghapurana","Cucumbar(Kheera)","Cucumbar","19/04/2021","1400","1600","1500"
"Punjab","Moga","Baghapurana","Green Chilli","Green Chilly","19/04/2021","2000","3000","2500"
"Punjab","Moga","Baghapurana","Onion","Other","19/04/2021","1300","1800","1500"
"Punjab","Moga","Baghapurana","Papaya","Other","19/04/2021","2200","2500","2300"
"Punjab","Moga","Baghapurana","Potato","Other","19/04/2021","550","700","600"
"Punjab","Moga","Baghapurana","Pumpkin","Pumpkin","19/04/2021","900","1100","1000"
"Punjab","Moga","Baghapurana","Tinda","Tinda","19/04/2021","1500","1650","1600"
"Punjab","Moga","Baghapurana","Tomato","Tomato","19/04/2021","1300","1500","1400"
"Punjab","Moga","Baghapurana","Wheat","Other","19/04/2021","1975","1975","1975"
"Punjab","Moga","Kot ise Khan","Capsicum","Other","19/04/2021","1000","1200","1100"
"Punjab","Moga","Kot ise Khan","Cauliflower","Other","19/04/2021","1000","1200","1100"
"Punjab","Moga","Kot ise Khan","Green Chilli","Other","19/04/2021","800","1000","900"
"Punjab","Moga","Kot ise Khan","Pumpkin","Other","19/04/2021","600","800","700"
"Punjab","Moga","Kot ise Khan","Squash(Chappal Kadoo)","Other","19/04/2021","800","1000","900"
"Punjab","Moga","Kot ise Khan","Tomato","Other","19/04/2021","800","1000","900"
"Punjab","Moga","Kot ise Khan","Wheat","Other","19/04/2021","1975","1985","1980"
"Punjab","Moga","Moga","Banana","Other","19/04/2021","1500","1700","1600"
"Punjab","Moga","Moga","Capsicum","Capsicum","19/04/2021","1000","1400","1200"
"Punjab","Moga","Moga","Cauliflower","Other","19/04/2021","800","1200","1000"
"Punjab","Moga","Moga","Cucumbar(Kheera)","Cucumbar","19/04/2021","300","500","400"
"Punjab","Moga","Moga","Garlic","Other","19/04/2021","2500","5500","3500"
"Punjab","Moga","Moga","Ginger(Dry)","Other","19/04/2021","2200","2600","2400"
"Punjab","Moga","Moga","Green Chilli","Other","19/04/2021","2000","2400","2200"
"Punjab","Moga","Moga","Mango","Other","19/04/2021","2500","3500","3000"
"Punjab","Moga","Moga","Onion","Other","19/04/2021","800","1200","1000"
"Punjab","Moga","Moga","Potato","Other","19/04/2021","400","800","600"
"Punjab","Mohali","Banur","Bottle gourd","Other","19/04/2021","1000","1200","1200"
"Punjab","Mohali","Banur","Cauliflower","Other","19/04/2021","800","1000","1000"
"Punjab","Mohali","Banur","Potato","Other","19/04/2021","700","800","800"
"Punjab","Mohali","Banur","Wheat","Other","19/04/2021","1975","1975","1975"
"Punjab","Muktsar","Muktsar","Ashgourd","Ashgourd","19/04/2021","1400","1600","1500"
"Punjab","Muktsar","Muktsar","Ber(Zizyphus/Borehannu)","Other","19/04/2021","1000","1500","1250"
"Punjab","Muktsar","Muktsar","Bhindi(Ladies Finger)","Bhindi","19/04/2021","4000","5000","4500"
"Punjab","Muktsar","Muktsar","Brinjal","Round/Long","19/04/2021","1000","1500","1250"
"Punjab","Muktsar","Muktsar","Cabbage","Cabbage","19/04/2021","300","500","400"
"Punjab","Muktsar","Muktsar","Carrot","Carrot","19/04/2021","1000","1500","1250"
"Punjab","Muktsar","Muktsar","Cauliflower","Local","19/04/2021","400","600","500"
"Punjab","Muktsar","Muktsar","Coriander(Leaves)","Other","19/04/2021","400","600","500"
"Punjab","Muktsar","Muktsar","Ginger(Green)","Green Ginger","19/04/2021","2500","3500","3000"
"Punjab","Muktsar","Muktsar","Grapes","Indian","19/04/2021","3000","6000","4500"
"Punjab","Muktsar","Muktsar","Guava","Guava","19/04/2021","1500","2000","1750"
"Punjab","Muktsar","Muktsar","Mango","Dusheri","19/04/2021","5000","6000","5500"
"Punjab","Muktsar","Muktsar","Pumpkin","Pumpkin","19/04/2021","600","800","700"
"Punjab","Muktsar","Muktsar","Ridge gourd(Tori)","Other","19/04/2021","4000","5000","4500"
"Punjab","Nawanshahr","Banga","Apple","Other","19/04/2021","8222","10500","10500"
"Punjab","Nawanshahr","Banga","Bhindi(Ladies Finger)","Other","19/04/2021","3600","4683","4000"
"Punjab","Nawanshahr","Banga","Brinjal","Other","19/04/2021","1000","1415","1300"
"Punjab","Nawanshahr","Banga","Capsicum","Capsicum","19/04/2021","1000","1241","1100"
"Punjab","Nawanshahr","Banga","Carrot","Carrot","19/04/2021","1000","1337","1337"
"Punjab","Nawanshahr","Banga","Cucumbar(Kheera)","Other","19/04/2021","1000","1200","1100"
"Punjab","Nawanshahr","Banga","Field Pea","Field Pea","19/04/2021","3946","4000","4000"
"Punjab","Nawanshahr","Banga","Ginger(Green)","Green Ginger","19/04/2021","3000","4235","3683"
"Punjab","Nawanshahr","Banga","Grapes","Other","19/04/2021","5000","5801","5801"
"Punjab","Nawanshahr","Banga","Green Chilli","Other","19/04/2021","1733","2797","1884"
"Punjab","Nawanshahr","Banga","Kinnow","Other","19/04/2021","2576","2576","2576"
"Punjab","Nawanshahr","Banga","Mango","Other","19/04/2021","4000","6340","4879"
"Punjab","Nawanshahr","Banga","Onion","Onion","19/04/2021","1150","1300","1200"
"Punjab","Nawanshahr","Banga","Potato","Other","19/04/2021","500","803","650"
"Punjab","Nawanshahr","Banga","Tomato","Other","19/04/2021","1903","2947","2000"
"Punjab","Nawanshahr","Banga","Water Melon","Other","19/04/2021","1000","1407","1407"
"Punjab","Nawanshahr","Nawan Shahar(Mandi Aur)","Cauliflower","Other","19/04/2021","950","950","950"
"Punjab","Nawanshahr","Nawan Shahar(Mandi Aur)","Pumpkin","Other","19/04/2021","1050","1050","1050"
"Punjab","Nawanshahr","Nawan Shahar(Mandi Jadla)","Wheat","Other","19/04/2021","1975","1975","1975"
